Vardenis            Pavardenis          Galutinis(Vid.)     
Vardenis5351        Pavardenis5351      6.96                
Vardenis5352        Pavardenis5352      8.08                
Vardenis5353        Pavardenis5353      6.16                
Vardenis5354        Pavardenis5354      2.64                
Vardenis5355        Pavardenis5355      3.52                
Vardenis5356        Pavardenis5356      3.64                
Vardenis5357        Pavardenis5357      3.28                
Vardenis5358        Pavardenis5358      3.92                
Vardenis5359        Pavardenis5359      8.56                
Vardenis5360        Pavardenis5360      7.28                
Vardenis5361        Pavardenis5361      3.16                
Vardenis5362        Pavardenis5362      8.88                
Vardenis5363        Pavardenis5363      2.92                
Vardenis5364        Pavardenis5364      5.8                 
Vardenis5365        Pavardenis5365      7.44                
Vardenis5366        Pavardenis5366      3.08                
Vardenis5367        Pavardenis5367      6.2                 
Vardenis5368        Pavardenis5368      6.16                
Vardenis5369        Pavardenis5369      7.72                
Vardenis5370        Pavardenis5370      2.52                
Vardenis5371        Pavardenis5371      6.16                
Vardenis5372        Pavardenis5372      4.16                
Vardenis5373        Pavardenis5373      5.48                
Vardenis5374        Pavardenis5374      5.4                 
Vardenis5375        Pavardenis5375      2.64                
Vardenis5376        Pavardenis5376      7.76                
Vardenis5377        Pavardenis5377      4.52                
Vardenis5378        Pavardenis5378      6.92                
Vardenis5379        Pavardenis5379      8.16                
Vardenis5380        Pavardenis5380      3.48                
Vardenis5381        Pavardenis5381      7.44                
Vardenis5382        Pavardenis5382      5.6                 
Vardenis5383        Pavardenis5383      7.48                
Vardenis5384        Pavardenis5384      6.48                
Vardenis5385        Pavardenis5385      7.56                
Vardenis5386        Pavardenis5386      2.64                
Vardenis5387        Pavardenis5387      4.16                
Vardenis5388        Pavardenis5388      2.44                
Vardenis5389        Pavardenis5389      7.44                
Vardenis5390        Pavardenis5390      4.8                 
Vardenis5391        Pavardenis5391      3.52                
Vardenis5392        Pavardenis5392      6.28                
Vardenis5393        Pavardenis5393      4.28                
Vardenis5394        Pavardenis5394      5.64                
Vardenis5395        Pavardenis5395      4.52                
Vardenis5396        Pavardenis5396      7.24                
Vardenis5397        Pavardenis5397      6.76                
Vardenis5398        Pavardenis5398      4.44                
Vardenis5399        Pavardenis5399      3.96                
Vardenis5400        Pavardenis5400      8.2                 
Vardenis5401        Pavardenis5401      3.2                 
Vardenis5402        Pavardenis5402      8.48                
Vardenis5403        Pavardenis5403      2.44                
Vardenis5404        Pavardenis5404      3.04                
Vardenis5405        Pavardenis5405      7.52                
Vardenis5406        Pavardenis5406      2.04                
Vardenis5407        Pavardenis5407      5.48                
Vardenis5408        Pavardenis5408      4.56                
Vardenis5409        Pavardenis5409      3.52                
Vardenis5410        Pavardenis5410      3.96                
Vardenis5411        Pavardenis5411      4.84                
Vardenis5412        Pavardenis5412      7.76                
Vardenis5413        Pavardenis5413      6.96                
Vardenis5414        Pavardenis5414      5.92                
Vardenis5415        Pavardenis5415      3.8                 
Vardenis5416        Pavardenis5416      3.64                
Vardenis5417        Pavardenis5417      5.16                
Vardenis5418        Pavardenis5418      7                   
Vardenis5419        Pavardenis5419      4.04                
Vardenis5420        Pavardenis5420      4.16                
Vardenis5421        Pavardenis5421      4.2                 
Vardenis5422        Pavardenis5422      6.16                
Vardenis5423        Pavardenis5423      8.16                
Vardenis5424        Pavardenis5424      6.84                
Vardenis5425        Pavardenis5425      4.72                
Vardenis5426        Pavardenis5426      4                   
Vardenis5427        Pavardenis5427      2.92                
Vardenis5428        Pavardenis5428      6.08                
Vardenis5429        Pavardenis5429      5.68                
Vardenis5430        Pavardenis5430      3.88                
Vardenis5431        Pavardenis5431      8.36                
Vardenis5432        Pavardenis5432      7.64                
Vardenis5433        Pavardenis5433      7.28                
Vardenis5434        Pavardenis5434      4.16                
Vardenis5435        Pavardenis5435      3.6                 
Vardenis5436        Pavardenis5436      5.96                
Vardenis5437        Pavardenis5437      5.36                
Vardenis5438        Pavardenis5438      5.24                
Vardenis5439        Pavardenis5439      8.04                
Vardenis5440        Pavardenis5440      4.52                
Vardenis5441        Pavardenis5441      6.64                
Vardenis5442        Pavardenis5442      7.68                
Vardenis5443        Pavardenis5443      6.24                
Vardenis5444        Pavardenis5444      3.2                 
Vardenis5445        Pavardenis5445      7.36                
